mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
240.0,240.0,41.0,90.0,0.456,10.0,29.0,0.345,15.0,20.0,0.75,13.0,31.0,44.0,23.0,5.0,4.0,11.0,18.0,107.0,,0.541,0.511,0.322,0.222,28.3,77.5,51.2,56.1,5.2,7.0,10.0,100.0,112.3,124.8,,,10.0,17.0,0.75,4.0,6.0,0.667,5.0,7.0,1.0,4.0,7.0,8.0,7.0,2.0,2.0,3.0,3.0,21.0,7.0,1.014,1.0,0.75,0.636,14.2,29.0,15.4,33.9,3.2,4.9,20.0,29.8,175.0,131.0,LAL,107,0,1,240.0,240.0,48.0,91.0,0.527,14.0,34.0,0.412,9.0,12.0,0.75,9.0,33.0,42.0,29.0,9.0,6.0,11.0,15.0,119.0,,0.618,0.604,0.374,0.132,22.5,71.7,48.8,60.4,9.4,9.8,10.3,100.0,124.8,112.3,,,12.0,22.0,1.0,3.0,9.0,0.667,2.0,4.0,1.0,3.0,10.0,13.0,11.0,3.0,1.0,3.0,5.0,29.0,15.0,1.0,1.0,1.0,0.667,9.9,34.6,22.2,45.3,4.2,7.3,25.0,62.4,200.0,123.0,DEN,119,1,2024,2023-10-24,False
240.0,240.0,48.0,91.0,0.527,14.0,34.0,0.412,9.0,12.0,0.75,9.0,33.0,42.0,29.0,9.0,6.0,11.0,15.0,119.0,,0.618,0.604,0.374,0.132,22.5,71.7,48.8,60.4,9.4,9.8,10.3,100.0,124.8,112.3,,,12.0,22.0,1.0,3.0,9.0,0.667,2.0,4.0,1.0,3.0,10.0,13.0,11.0,3.0,1.0,3.0,5.0,29.0,15.0,1.0,1.0,1.0,0.667,9.9,34.6,22.2,45.3,4.2,7.3,25.0,62.4,200.0,123.0,DEN,119,1,0,240.0,240.0,41.0,90.0,0.456,10.0,29.0,0.345,15.0,20.0,0.75,13.0,31.0,44.0,23.0,5.0,4.0,11.0,18.0,107.0,,0.541,0.511,0.322,0.222,28.3,77.5,51.2,56.1,5.2,7.0,10.0,100.0,112.3,124.8,,,10.0,17.0,0.75,4.0,6.0,0.667,5.0,7.0,1.0,4.0,7.0,8.0,7.0,2.0,2.0,3.0,3.0,21.0,7.0,1.014,1.0,0.75,0.636,14.2,29.0,15.4,33.9,3.2,4.9,20.0,29.8,175.0,131.0,LAL,107,0,2024,2023-10-24,True
240.0,240.0,40.0,85.0,0.471,14.0,32.0,0.438,17.0,22.0,0.773,11.0,41.0,52.0,22.0,8.0,5.0,21.0,21.0,111.0,,0.586,0.553,0.376,0.259,27.5,83.7,58.4,55.0,7.8,10.4,18.2,100.0,108.7,101.8,,,9.0,18.0,0.571,6.0,11.0,0.667,5.0,7.0,1.0,4.0,12.0,12.0,6.0,2.0,1.0,5.0,4.0,24.0,20.0,0.761,0.75,1.0,0.625,15.1,46.0,28.9,29.9,5.0,9.2,50.0,30.2,178.0,111.0,NOP,111,0,1,240.0,240.0,38.0,91.0,0.418,12.0,43.0,0.279,16.0,20.0,0.8,8.0,29.0,37.0,23.0,8.0,7.0,13.0,19.0,104.0,,0.521,0.484,0.473,0.22,16.3,72.5,41.6,60.5,7.8,13.2,11.5,100.0,101.8,108.7,,,11.0,22.0,0.571,5.0,10.0,0.5,4.0,6.0,1.0,4.0,8.0,12.0,5.0,3.0,5.0,5.0,5.0,31.0,6.0,0.643,0.643,1.0,0.6,11.6,28.5,19.2,31.3,4.2,12.7,26.8,30.9,120.0,116.0,MEM,104,1,2024,2023-10-25,True
240.0,240.0,38.0,91.0,0.418,12.0,43.0,0.279,16.0,20.0,0.8,8.0,29.0,37.0,23.0,8.0,7.0,13.0,19.0,104.0,,0.521,0.484,0.473,0.22,16.3,72.5,41.6,60.5,7.8,13.2,11.5,100.0,101.8,108.7,,,11.0,22.0,0.571,5.0,10.0,0.5,4.0,6.0,1.0,4.0,8.0,12.0,5.0,3.0,5.0,5.0,5.0,31.0,6.0,0.643,0.643,1.0,0.6,11.6,28.5,19.2,31.3,4.2,12.7,26.8,30.9,120.0,116.0,MEM,104,1,0,240.0,240.0,40.0,85.0,0.471,14.0,32.0,0.438,17.0,22.0,0.773,11.0,41.0,52.0,22.0,8.0,5.0,21.0,21.0,111.0,,0.586,0.553,0.376,0.259,27.5,83.7,58.4,55.0,7.8,10.4,18.2,100.0,108.7,101.8,,,9.0,18.0,0.571,6.0,11.0,0.667,5.0,7.0,1.0,4.0,12.0,12.0,6.0,2.0,1.0,5.0,4.0,24.0,20.0,0.761,0.75,1.0,0.625,15.1,46.0,28.9,29.9,5.0,9.2,50.0,30.2,178.0,111.0,NOP,111,0,2024,2023-10-25,False
240.0,240.0,34.0,100.0,0.34,8.0,31.0,0.258,18.0,22.0,0.818,16.0,46.0,62.0,20.0,8.0,9.0,14.0,14.0,94.0,,0.429,0.38,0.31,0.22,29.1,85.2,56.9,58.8,7.8,16.4,11.3,100.0,92.1,95.1,,,8.0,27.0,0.5,4.0,10.0,0.571,6.0,6.0,1.0,5.0,9.0,14.0,5.0,2.0,4.0,4.0,4.0,26.0,15.0,0.557,0.5,0.8,0.5,13.6,22.2,17.9,28.4,4.4,10.9,25.4,32.1,117.0,103.0,MIN,94,0,1,240.0,240.0,36.0,90.0,0.4,14.0,35.0,0.4,11.0,16.0,0.688,8.0,39.0,47.0,27.0,9.0,11.0,14.0,18.0,97.0,,0.5,0.478,0.389,0.178,14.8,70.9,43.1,75.0,8.8,15.9,12.6,100.0,95.1,92.1,,,8.0,17.0,1.0,4.0,9.0,1.0,4.0,6.0,1.0,3.0,8.0,11.0,7.0,2.0,5.0,4.0,4.0,22.0,10.0,0.735,1.0,1.0,1.333,11.2,29.4,20.4,63.0,4.9,9.4,40.0,26.4,158.0,106.0,TOR,97,1,2024,2023-10-25,False
240.0,240.0,36.0,90.0,0.4,14.0,35.0,0.4,11.0,16.0,0.688,8.0,39.0,47.0,27.0,9.0,11.0,14.0,18.0,97.0,,0.5,0.478,0.389,0.178,14.8,70.9,43.1,75.0,8.8,15.9,12.6,100.0,95.1,92.1,,,8.0,17.0,1.0,4.0,9.0,1.0,4.0,6.0,1.0,3.0,8.0,11.0,7.0,2.0,5.0,4.0,4.0,22.0,10.0,0.735,1.0,1.0,1.333,11.2,29.4,20.4,63.0,4.9,9.4,40.0,26.4,158.0,106.0,TOR,97,1,0,240.0,240.0,34.0,100.0,0.34,8.0,31.0,0.258,18.0,22.0,0.818,16.0,46.0,62.0,20.0,8.0,9.0,14.0,14.0,94.0,,0.429,0.38,0.31,0.22,29.1,85.2,56.9,58.8,7.8,16.4,11.3,100.0,92.1,95.1,,,8.0,27.0,0.5,4.0,10.0,0.571,6.0,6.0,1.0,5.0,9.0,14.0,5.0,2.0,4.0,4.0,4.0,26.0,15.0,0.557,0.5,0.8,0.5,13.6,22.2,17.9,28.4,4.4,10.9,25.4,32.1,117.0,103.0,MIN,94,0,2024,2023-10-25,True
240.0,240.0,39.0,91.0,0.429,19.0,47.0,0.404,9.0,9.0,1.0,6.0,39.0,45.0,27.0,7.0,8.0,16.0,21.0,106.0,,0.558,0.533,0.516,0.099,15.0,78.0,50.0,69.2,6.9,17.0,14.4,100.0,104.7,111.6,,,10.0,20.0,0.625,4.0,12.0,1.0,6.0,6.0,1.0,3.0,10.0,10.0,6.0,2.0,2.0,5.0,4.0,26.0,9.0,0.829,0.813,0.857,0.5,16.4,28.4,21.9,41.7,4.3,9.3,50.0,32.9,140.0,122.0,MEM,106,0,1,240.0,240.0,40.0,93.0,0.43,16.0,46.0,0.348,17.0,22.0,0.773,11.0,34.0,45.0,24.0,9.0,5.0,11.0,15.0,113.0,,0.55,0.516,0.495,0.237,22.0,85.0,50.0,60.0,8.9,11.4,9.7,100.0,111.6,104.7,,,9.0,23.0,1.0,5.0,12.0,0.667,7.0,9.0,1.0,4.0,10.0,13.0,7.0,2.0,2.0,5.0,2.0,27.0,13.0,1.0,1.0,0.714,1.5,13.6,33.5,20.7,41.1,6.2,7.7,33.3,37.7,216.0,112.0,WAS,113,1,2024,2023-10-28,False
240.0,240.0,40.0,93.0,0.43,16.0,46.0,0.348,17.0,22.0,0.773,11.0,34.0,45.0,24.0,9.0,5.0,11.0,15.0,113.0,,0.55,0.516,0.495,0.237,22.0,85.0,50.0,60.0,8.9,11.4,9.7,100.0,111.6,104.7,,,9.0,23.0,1.0,5.0,12.0,0.667,7.0,9.0,1.0,4.0,10.0,13.0,7.0,2.0,2.0,5.0,2.0,27.0,13.0,1.0,1.0,0.714,1.5,13.6,33.5,20.7,41.1,6.2,7.7,33.3,37.7,216.0,112.0,WAS,113,1,0,240.0,240.0,39.0,91.0,0.429,19.0,47.0,0.404,9.0,9.0,1.0,6.0,39.0,45.0,27.0,7.0,8.0,16.0,21.0,106.0,,0.558,0.533,0.516,0.099,15.0,78.0,50.0,69.2,6.9,17.0,14.4,100.0,104.7,111.6,,,10.0,20.0,0.625,4.0,12.0,1.0,6.0,6.0,1.0,3.0,10.0,10.0,6.0,2.0,2.0,5.0,4.0,26.0,9.0,0.829,0.813,0.857,0.5,16.4,28.4,21.9,41.7,4.3,9.3,50.0,32.9,140.0,122.0,MEM,106,0,2024,2023-10-28,True
240.0,240.0,44.0,94.0,0.468,17.0,43.0,0.395,9.0,10.0,0.9,9.0,29.0,38.0,25.0,10.0,6.0,10.0,23.0,114.0,,0.579,0.559,0.457,0.106,19.6,69.0,43.2,56.8,10.3,10.5,9.2,100.0,116.9,115.9,,,11.0,21.0,1.0,7.0,13.0,0.538,4.0,5.0,1.0,3.0,12.0,12.0,6.0,4.0,2.0,6.0,5.0,27.0,13.0,1.0,1.0,1.0,0.5,10.6,35.2,16.8,27.6,5.5,5.0,50.0,26.6,200.0,125.0,CLE,114,0,1,240.0,240.0,42.0,84.0,0.5,9.0,27.0,0.333,20.0,26.0,0.769,13.0,37.0,50.0,30.0,6.0,6.0,17.0,16.0,113.0,,0.592,0.554,0.321,0.31,31.0,80.4,56.8,71.4,6.2,11.8,15.1,100.0,115.9,116.9,,,13.0,21.0,0.8,2.0,6.0,0.667,8.0,11.0,1.0,4.0,9.0,10.0,9.0,3.0,3.0,3.0,4.0,36.0,8.0,1.0,1.0,1.0,0.75,16.2,40.9,23.7,49.7,4.2,15.8,50.0,45.6,154.0,125.0,BRK,113,1,2024,2023-10-25,True
240.0,240.0,42.0,84.0,0.5,9.0,27.0,0.333,20.0,26.0,0.769,13.0,37.0,50.0,30.0,6.0,6.0,17.0,16.0,113.0,,0.592,0.554,0.321,0.31,31.0,80.4,56.8,71.4,6.2,11.8,15.1,100.0,115.9,116.9,,,13.0,21.0,0.8,2.0,6.0,0.667,8.0,11.0,1.0,4.0,9.0,10.0,9.0,3.0,3.0,3.0,4.0,36.0,8.0,1.0,1.0,1.0,0.75,16.2,40.9,23.7,49.7,4.2,15.8,50.0,45.6,154.0,125.0,BRK,113,1,0,240.0,240.0,44.0,94.0,0.468,17.0,43.0,0.395,9.0,10.0,0.9,9.0,29.0,38.0,25.0,10.0,6.0,10.0,23.0,114.0,,0.579,0.559,0.457,0.106,19.6,69.0,43.2,56.8,10.3,10.5,9.2,100.0,116.9,115.9,,,11.0,21.0,1.0,7.0,13.0,0.538,4.0,5.0,1.0,3.0,12.0,12.0,6.0,4.0,2.0,6.0,5.0,27.0,13.0,1.0,1.0,1.0,0.5,10.6,35.2,16.8,27.6,5.5,5.0,50.0,26.6,200.0,125.0,CLE,114,0,2024,2023-10-25,False
240.0,240.0,45.0,82.0,0.549,19.0,39.0,0.487,15.0,18.0,0.833,5.0,38.0,43.0,30.0,6.0,4.0,15.0,19.0,124.0,,0.69,0.665,0.476,0.22,14.7,74.5,50.6,66.7,6.1,7.7,14.3,100.0,126.2,105.8,,,12.0,18.0,1.0,3.0,6.0,1.0,5.0,5.0,1.0,1.0,7.0,7.0,10.0,2.0,2.0,3.0,3.0,31.0,19.0,1.3,1.3,1.0,2.0,13.4,99.1,59.4,56.1,3.0,5.1,34.7,26.9,242.0,116.0,OKC,124,0,1,240.0,240.0,39.0,94.0,0.415,12.0,42.0,0.286,14.0,18.0,0.778,13.0,29.0,42.0,26.0,10.0,3.0,12.0,16.0,104.0,,0.51,0.479,0.447,0.191,25.5,85.3,49.4,66.7,10.2,7.0,10.5,100.0,105.8,126.2,,,9.0,20.0,0.75,3.0,9.0,0.75,6.0,6.0,1.0,4.0,8.0,9.0,4.0,3.0,2.0,4.0,3.0,20.0,3.0,0.917,0.917,1.0,0.429,17.7,77.0,30.8,33.6,5.3,7.0,32.2,38.6,155.0,134.0,CHI,104,1,2024,2023-10-25,True
240.0,240.0,39.0,94.0,0.415,12.0,42.0,0.286,14.0,18.0,0.778,13.0,29.0,42.0,26.0,10.0,3.0,12.0,16.0,104.0,,0.51,0.479,0.447,0.191,25.5,85.3,49.4,66.7,10.2,7.0,10.5,100.0,105.8,126.2,,,9.0,20.0,0.75,3.0,9.0,0.75,6.0,6.0,1.0,4.0,8.0,9.0,4.0,3.0,2.0,4.0,3.0,20.0,3.0,0.917,0.917,1.0,0.429,17.7,77.0,30.8,33.6,5.3,7.0,32.2,38.6,155.0,134.0,CHI,104,1,0,240.0,240.0,45.0,82.0,0.549,19.0,39.0,0.487,15.0,18.0,0.833,5.0,38.0,43.0,30.0,6.0,4.0,15.0,19.0,124.0,,0.69,0.665,0.476,0.22,14.7,74.5,50.6,66.7,6.1,7.7,14.3,100.0,126.2,105.8,,,12.0,18.0,1.0,3.0,6.0,1.0,5.0,5.0,1.0,1.0,7.0,7.0,10.0,2.0,2.0,3.0,3.0,31.0,19.0,1.3,1.3,1.0,2.0,13.4,99.1,59.4,56.1,3.0,5.1,34.7,26.9,242.0,116.0,OKC,124,0,2024,2023-10-25,False
240.0,240.0,34.0,81.0,0.42,9.0,31.0,0.29,18.0,23.0,0.783,10.0,39.0,49.0,16.0,7.0,3.0,20.0,21.0,95.0,,0.521,0.475,0.383,0.284,22.7,83.0,53.8,47.1,6.9,5.5,18.0,100.0,94.2,99.2,,,14.0,28.0,0.6,2.0,8.0,1.0,10.0,13.0,1.0,4.0,11.0,11.0,4.0,3.0,1.0,8.0,5.0,39.0,18.0,0.85,0.8,1.0,1.0,13.4,28.5,16.9,18.0,5.1,6.6,50.0,45.8,163.0,105.0,PHO,95,0,1,240.0,240.0,36.0,84.0,0.429,5.0,29.0,0.172,23.0,29.0,0.793,8.0,34.0,42.0,24.0,14.0,7.0,16.0,23.0,100.0,,0.517,0.458,0.345,0.345,17.0,77.3,46.2,66.7,13.9,14.0,14.2,100.0,99.2,94.2,,,10.0,17.0,0.667,1.0,7.0,0.5,9.0,10.0,1.0,3.0,9.0,12.0,9.0,3.0,3.0,5.0,5.0,30.0,23.0,0.902,0.833,0.667,0.667,9.5,40.8,24.6,46.8,8.0,7.7,100.0,27.4,133.0,104.0,LAL,100,1,2024,2023-10-26,False
240.0,240.0,36.0,84.0,0.429,5.0,29.0,0.172,23.0,29.0,0.793,8.0,34.0,42.0,24.0,14.0,7.0,16.0,23.0,100.0,,0.517,0.458,0.345,0.345,17.0,77.3,46.2,66.7,13.9,14.0,14.2,100.0,99.2,94.2,,,10.0,17.0,0.667,1.0,7.0,0.5,9.0,10.0,1.0,3.0,9.0,12.0,9.0,3.0,3.0,5.0,5.0,30.0,23.0,0.902,0.833,0.667,0.667,9.5,40.8,24.6,46.8,8.0,7.7,100.0,27.4,133.0,104.0,LAL,100,1,0,240.0,240.0,34.0,81.0,0.42,9.0,31.0,0.29,18.0,23.0,0.783,10.0,39.0,49.0,16.0,7.0,3.0,20.0,21.0,95.0,,0.521,0.475,0.383,0.284,22.7,83.0,53.8,47.1,6.9,5.5,18.0,100.0,94.2,99.2,,,14.0,28.0,0.6,2.0,8.0,1.0,10.0,13.0,1.0,4.0,11.0,11.0,4.0,3.0,1.0,8.0,5.0,39.0,18.0,0.85,0.8,1.0,1.0,13.4,28.5,16.9,18.0,5.1,6.6,50.0,45.8,163.0,105.0,PHO,95,0,2024,2023-10-26,True
240.0,240.0,36.0,79.0,0.456,9.0,28.0,0.321,21.0,32.0,0.656,10.0,35.0,45.0,22.0,10.0,5.0,14.0,16.0,102.0,,0.548,0.513,0.354,0.405,23.8,70.0,48.9,61.1,10.5,8.9,13.1,100.0,107.2,102.0,,,8.0,16.0,1.0,3.0,9.0,1.0,8.0,9.0,1.0,4.0,7.0,9.0,6.0,4.0,2.0,3.0,3.0,23.0,11.0,1.007,1.063,1.0,0.75,20.9,25.8,21.4,41.0,7.5,6.4,50.0,29.7,171.0,113.0,ORL,102,0,1,240.0,240.0,35.0,88.0,0.398,9.0,32.0,0.281,18.0,21.0,0.857,15.0,32.0,47.0,15.0,6.0,1.0,16.0,24.0,97.0,,0.499,0.449,0.364,0.239,30.0,76.2,51.1,42.9,6.3,2.0,14.1,100.0,102.0,107.2,,,9.0,23.0,0.778,4.0,11.0,0.5,6.0,7.0,1.0,4.0,11.0,15.0,3.0,2.0,1.0,5.0,5.0,24.0,6.0,0.945,0.833,1.0,1.333,12.6,41.3,25.7,22.3,3.0,5.6,29.4,28.8,203.0,115.0,POR,97,1,2024,2023-10-27,True
240.0,240.0,35.0,88.0,0.398,9.0,32.0,0.281,18.0,21.0,0.857,15.0,32.0,47.0,15.0,6.0,1.0,16.0,24.0,97.0,,0.499,0.449,0.364,0.239,30.0,76.2,51.1,42.9,6.3,2.0,14.1,100.0,102.0,107.2,,,9.0,23.0,0.778,4.0,11.0,0.5,6.0,7.0,1.0,4.0,11.0,15.0,3.0,2.0,1.0,5.0,5.0,24.0,6.0,0.945,0.833,1.0,1.333,12.6,41.3,25.7,22.3,3.0,5.6,29.4,28.8,203.0,115.0,POR,97,1,0,240.0,240.0,36.0,79.0,0.456,9.0,28.0,0.321,21.0,32.0,0.656,10.0,35.0,45.0,22.0,10.0,5.0,14.0,16.0,102.0,,0.548,0.513,0.354,0.405,23.8,70.0,48.9,61.1,10.5,8.9,13.1,100.0,107.2,102.0,,,8.0,16.0,1.0,3.0,9.0,1.0,8.0,9.0,1.0,4.0,7.0,9.0,6.0,4.0,2.0,3.0,3.0,23.0,11.0,1.007,1.063,1.0,0.75,20.9,25.8,21.4,41.0,7.5,6.4,50.0,29.7,171.0,113.0,ORL,102,0,2024,2023-10-27,False
240.0,240.0,49.0,87.0,0.563,12.0,33.0,0.364,23.0,32.0,0.719,10.0,36.0,46.0,25.0,4.0,8.0,13.0,19.0,133.0,,0.658,0.632,0.379,0.368,24.4,81.8,54.1,51.0,3.9,12.3,11.4,100.0,128.9,117.3,,,10.0,17.0,0.833,4.0,9.0,0.444,12.0,14.0,1.0,4.0,7.0,10.0,8.0,1.0,2.0,5.0,5.0,33.0,14.0,0.838,0.833,0.75,0.824,45.6,42.5,44.0,26.9,3.3,7.2,25.9,42.3,153.0,123.0,BRK,133,0,1,240.0,240.0,47.0,96.0,0.49,8.0,31.0,0.258,19.0,20.0,0.95,8.0,31.0,39.0,33.0,8.0,5.0,9.0,23.0,121.0,,0.577,0.531,0.323,0.208,18.2,75.6,45.9,70.2,7.8,9.3,7.9,100.0,117.3,128.9,,,10.0,19.0,1.0,2.0,6.0,1.0,6.0,6.0,1.0,4.0,9.0,12.0,9.0,2.0,2.0,3.0,6.0,23.0,-1.0,1.064,1.0,0.667,2.0,12.1,30.3,19.2,43.7,4.6,14.1,34.7,30.8,177.0,134.0,CHO,121,1,2024,2023-10-30,True
240.0,240.0,47.0,96.0,0.49,8.0,31.0,0.258,19.0,20.0,0.95,8.0,31.0,39.0,33.0,8.0,5.0,9.0,23.0,121.0,,0.577,0.531,0.323,0.208,18.2,75.6,45.9,70.2,7.8,9.3,7.9,100.0,117.3,128.9,,,10.0,19.0,1.0,2.0,6.0,1.0,6.0,6.0,1.0,4.0,9.0,12.0,9.0,2.0,2.0,3.0,6.0,23.0,-1.0,1.064,1.0,0.667,2.0,12.1,30.3,19.2,43.7,4.6,14.1,34.7,30.8,177.0,134.0,CHO,121,1,0,240.0,240.0,49.0,87.0,0.563,12.0,33.0,0.364,23.0,32.0,0.719,10.0,36.0,46.0,25.0,4.0,8.0,13.0,19.0,133.0,,0.658,0.632,0.379,0.368,24.4,81.8,54.1,51.0,3.9,12.3,11.4,100.0,128.9,117.3,,,10.0,17.0,0.833,4.0,9.0,0.444,12.0,14.0,1.0,4.0,7.0,10.0,8.0,1.0,2.0,5.0,5.0,33.0,14.0,0.838,0.833,0.75,0.824,45.6,42.5,44.0,26.9,3.3,7.2,25.9,42.3,153.0,123.0,BRK,133,0,2024,2023-10-30,False
265.0,265.0,43.0,98.0,0.439,15.0,45.0,0.333,26.0,34.0,0.765,8.0,45.0,53.0,27.0,4.0,4.0,12.0,22.0,127.0,,0.562,0.515,0.459,0.347,16.3,88.2,53.0,62.8,3.5,7.1,9.6,100.0,110.1,114.5,,,11.0,22.0,1.0,5.0,13.0,1.0,7.0,8.0,1.0,6.0,15.0,16.0,9.0,2.0,3.0,8.0,5.0,30.0,12.0,1.273,1.333,0.765,2.0,15.6,39.9,20.3,38.6,2.2,6.8,27.0,32.2,257.0,118.0,LAL,127,0,1,265.0,265.0,49.0,104.0,0.471,17.0,48.0,0.354,17.0,24.0,0.708,6.0,41.0,47.0,30.0,6.0,7.0,10.0,28.0,132.0,,0.576,0.553,0.462,0.231,11.8,83.7,47.0,61.2,5.2,13.2,8.0,100.0,114.5,110.1,,,14.0,24.0,1.0,4.0,9.0,1.0,6.0,8.0,1.0,3.0,14.0,15.0,8.0,2.0,2.0,3.0,6.0,37.0,15.0,1.0,1.0,0.643,0.375,9.4,44.5,23.4,45.3,3.3,6.5,33.3,37.9,134.0,119.0,SAC,132,1,2024,2023-10-29,False
265.0,265.0,49.0,104.0,0.471,17.0,48.0,0.354,17.0,24.0,0.708,6.0,41.0,47.0,30.0,6.0,7.0,10.0,28.0,132.0,,0.576,0.553,0.462,0.231,11.8,83.7,47.0,61.2,5.2,13.2,8.0,100.0,114.5,110.1,,,14.0,24.0,1.0,4.0,9.0,1.0,6.0,8.0,1.0,3.0,14.0,15.0,8.0,2.0,2.0,3.0,6.0,37.0,15.0,1.0,1.0,0.643,0.375,9.4,44.5,23.4,45.3,3.3,6.5,33.3,37.9,134.0,119.0,SAC,132,1,0,265.0,265.0,43.0,98.0,0.439,15.0,45.0,0.333,26.0,34.0,0.765,8.0,45.0,53.0,27.0,4.0,4.0,12.0,22.0,127.0,,0.562,0.515,0.459,0.347,16.3,88.2,53.0,62.8,3.5,7.1,9.6,100.0,110.1,114.5,,,11.0,22.0,1.0,5.0,13.0,1.0,7.0,8.0,1.0,6.0,15.0,16.0,9.0,2.0,3.0,8.0,5.0,30.0,12.0,1.273,1.333,0.765,2.0,15.6,39.9,20.3,38.6,2.2,6.8,27.0,32.2,257.0,118.0,LAL,127,0,2024,2023-10-29,True
240.0,240.0,40.0,87.0,0.46,6.0,17.0,0.353,26.0,31.0,0.839,10.0,34.0,44.0,19.0,8.0,6.0,13.0,17.0,112.0,,0.556,0.494,0.195,0.356,21.7,75.6,48.4,47.5,7.9,14.3,11.4,100.0,110.4,103.5,,,10.0,19.0,0.714,1.0,6.0,1.0,10.0,11.0,1.0,5.0,12.0,17.0,4.0,2.0,1.0,3.0,4.0,24.0,15.0,0.833,0.833,1.0,0.647,15.2,37.3,26.2,21.2,4.8,11.3,40.0,27.9,122.0,111.0,CHI,112,0,1,240.0,240.0,36.0,88.0,0.409,12.0,46.0,0.261,21.0,25.0,0.84,11.0,36.0,47.0,26.0,7.0,5.0,17.0,24.0,105.0,,0.53,0.477,0.523,0.284,24.4,78.3,51.6,72.2,6.9,7.1,14.7,100.0,103.5,110.4,,,6.0,16.0,0.571,3.0,8.0,0.5,6.0,8.0,1.0,3.0,9.0,11.0,13.0,2.0,2.0,4.0,6.0,20.0,9.0,0.625,0.625,1.0,0.571,16.9,29.6,18.3,61.7,4.5,5.0,36.4,30.6,132.0,116.0,IND,105,1,2024,2023-10-30,True
240.0,240.0,36.0,88.0,0.409,12.0,46.0,0.261,21.0,25.0,0.84,11.0,36.0,47.0,26.0,7.0,5.0,17.0,24.0,105.0,,0.53,0.477,0.523,0.284,24.4,78.3,51.6,72.2,6.9,7.1,14.7,100.0,103.5,110.4,,,6.0,16.0,0.571,3.0,8.0,0.5,6.0,8.0,1.0,3.0,9.0,11.0,13.0,2.0,2.0,4.0,6.0,20.0,9.0,0.625,0.625,1.0,0.571,16.9,29.6,18.3,61.7,4.5,5.0,36.4,30.6,132.0,116.0,IND,105,1,0,240.0,240.0,40.0,87.0,0.46,6.0,17.0,0.353,26.0,31.0,0.839,10.0,34.0,44.0,19.0,8.0,6.0,13.0,17.0,112.0,,0.556,0.494,0.195,0.356,21.7,75.6,48.4,47.5,7.9,14.3,11.4,100.0,110.4,103.5,,,10.0,19.0,0.714,1.0,6.0,1.0,10.0,11.0,1.0,5.0,12.0,17.0,4.0,2.0,1.0,3.0,4.0,24.0,15.0,0.833,0.833,1.0,0.647,15.2,37.3,26.2,21.2,4.8,11.3,40.0,27.9,122.0,111.0,CHI,112,0,2024,2023-10-30,False
